timestamp,sensor_temp,setpoint,gas_flow,air_flow,furnace_load,ambient_temp,gas_pressure,energy_consumption
2026-01-01 04:25:20,782.725,781.37,47.599,72.402,578.496,23.286,5.002,212.226
2026-01-01 04:25:40,782.53,781.37,55.09,75.734,580.767,22.109,5.036,245.392
2026-01-01 04:26:00,782.646,781.38,48.748,71.07,527.065,24.159,5.128,222.624
2026-01-01 04:26:20,782.968,781.38,51.001,73.777,598.036,23.804,5.014,226.838
2026-01-01 04:26:40,782.84,781.38,51.26,70.415,590.951,22.614,4.983,230.439
2026-01-01 04:27:00,782.672,781.38,46.779,73.418,549.171,22.576,5.097,212.887
2026-01-01 04:27:20,782.077,781.38,51.522,71.763,638.647,23.116,5.075,233.459
2026-01-01 04:27:40,781.944,781.38,47.515,69.596,551.279,24.124,4.906,207.966
2026-01-01 04:28:00,781.732,781.38,57.896,76.056,713.626,23.475,4.94,256.116
2026-01-01 04:28:20,781.752,781.38,52.495,74.231,602.916,23.181,5.006,232.569
2026-01-01 04:28:40,782.257,781.38,54.284,77.09,583.045,23.068,4.842,234.032
2026-01-01 04:29:00,782.155,781.38,52.371,73.046,670.552,23.049,4.981,232.953
2026-01-01 04:29:20,782.312,781.38,47.311,75.248,479.834,22.528,4.985,208.275
2026-01-01 04:29:40,782.271,781.38,59.892,79.04,568.963,22.971,5.009,266.118
2026-01-01 04:30:00,782.871,781.39,52.529,73.189,561.607,23.062,5.02,233.274
2026-01-01 04:30:20,782.78,781.39,53.66,74.488,572.241,24.122,4.923,233.961
2026-01-01 04:30:40,783.37,781.39,50.843,70.34,589.844,23.621,4.985,225.307
2026-01-01 04:31:00,783.311,781.39,54.078,72.674,569.47,23.233,4.917,237.476
2026-01-01 04:31:20,783.26,781.39,53.707,74.64,641.27,25.122,5.027,240.29
2026-01-01 04:31:40,783.317,781.39,50.514,71.509,597.097,23.346,4.967,221.868
2026-01-01 04:32:00,782.969,781.39,53.968,74.817,598.567,24.453,5.028,242.7
2026-01-01 04:32:20,782.653,781.39,46.649,72.24,596.876,24.733,4.805,201.065
2026-01-01 04:32:40,782.08,781.39,50.326,66.517,517.377,22.827,4.847,217.243
2026-01-01 04:33:00,782.342,781.39,53.061,74.198,583.73,23.821,4.976,235.592
2026-01-01 04:33:20,782.109,781.39,51.491,72.457,584.57,23.474,4.85,223.802
2026-01-01 04:33:40,782.069,781.39,49.888,69.334,522.624,23.434,5.032,224.235
2026-01-01 04:34:00,782.09,781.4,49.45,75.54,612.378,24.134,5.032,223.521
2026-01-01 04:34:20,781.939,781.4,48.519,70.56,480.116,23.435,4.988,214.426
2026-01-01 04:34:40,781.433,781.4,57.901,74.276,684.48,23.52,4.926,255.839
2026-01-01 04:35:00,781.389,781.4,54.052,72.986,568.699,23.725,4.923,233.245
2026-01-01 04:35:20,781.397,781.4,51.311,72.129,531.189,23.609,5.023,225.022
2026-01-01 04:35:40,782.133,781.4,53.699,69.847,596.78,23.138,5.0,239.158
2026-01-01 04:36:00,782.395,781.4,53.308,76.508,596.459,24.327,4.882,234.766
2026-01-01 04:36:20,782.351,781.4,57.623,75.279,659.658,24.487,4.985,255.954
2026-01-01 04:36:40,782.795,781.4,55.546,78.959,647.083,24.072,5.07,249.265
2026-01-01 04:37:00,782.803,781.4,50.411,74.981,506.347,23.648,4.997,220.413
2026-01-01 04:37:20,782.67,781.4,53.672,74.481,553.343,23.459,4.922,231.975
2026-01-01 04:37:40,783.162,781.4,55.945,75.407,523.868,23.468,4.934,243.303
2026-01-01 04:38:00,782.96,781.41,50.89,74.21,597.508,25.313,4.923,225.62
2026-01-01 04:38:20,783.156,781.41,52.821,80.692,627.097,24.47,4.917,231.241
2026-01-01 04:38:40,783.052,781.41,41.906,67.57,503.488,23.411,4.856,182.587
2026-01-01 04:39:00,782.84,781.41,56.34,77.552,559.204,24.022,4.962,250.013
2026-01-01 04:39:20,781.733,781.41,50.473,73.499,532.93,23.714,4.829,220.625
2026-01-01 04:39:40,781.478,781.41,51.057,75.084,598.681,24.29,5.016,228.501
2026-01-01 04:40:00,781.955,781.41,50.497,71.542,578.427,24.274,4.928,220.353
2026-01-01 04:40:20,781.888,781.41,50.644,74.457,612.232,24.606,5.06,231.705
2026-01-01 04:40:40,781.975,781.41,50.645,72.053,539.695,23.454,4.875,221.284
2026-01-01 04:41:00,781.839,781.41,56.387,77.486,552.718,24.035,4.944,247.736
2026-01-01 04:41:20,781.668,781.41,55.089,75.165,575.028,22.932,4.964,243.945
2026-01-01 04:41:40,782.018,781.41,51.768,74.674,544.424,23.235,4.863,223.913
2026-01-01 04:42:00,782.005,781.41,52.137,72.037,569.405,24.528,4.995,232.56
2026-01-01 04:42:20,782.138,781.41,52.289,73.695,612.438,23.435,4.864,225.801
2026-01-01 04:42:40,782.157,781.42,56.632,72.516,650.626,23.509,4.99,252.434
2026-01-01 04:43:00,782.446,781.42,49.307,69.855,531.975,24.017,5.075,222.734
2026-01-01 04:43:20,782.443,781.42,55.487,77.19,649.925,24.447,5.004,247.654
2026-01-01 04:43:40,782.921,781.42,52.912,72.356,530.021,23.402,4.922,231.416
2026-01-01 04:44:00,782.645,781.42,50.476,74.047,591.067,21.958,5.051,226.45
2026-01-01 04:44:20,782.667,781.42,53.319,74.432,529.059,23.533,5.144,243.727
2026-01-01 04:44:40,756.678,781.42,49.624,71.992,504.32,24.786,4.978,218.069
2026-01-01 04:45:00,782.82,781.42,52.824,74.857,605.02,24.277,4.906,231.575
2026-01-01 04:45:20,782.731,781.42,50.235,69.262,547.134,24.874,4.965,219.669
2026-01-01 04:45:40,782.483,781.42,49.596,72.326,606.475,23.409,4.862,215.934
2026-01-01 04:46:00,782.23,781.42,56.032,79.206,581.888,23.113,5.05,250.994
2026-01-01 04:46:20,782.434,781.42,50.896,74.762,565.901,24.382,4.985,226.587
2026-01-01 04:46:40,781.905,781.42,55.149,74.096,571.558,24.257,4.918,240.024
2026-01-01 04:47:00,781.816,781.42,53.89,70.984,595.103,24.304,5.003,238.942
2026-01-01 04:47:20,782.128,781.43,47.723,67.969,587.164,24.689,4.922,210.69
2026-01-01 04:47:40,781.926,781.43,49.06,71.792,526.631,24.391,4.946,216.381
2026-01-01 04:48:00,781.902,781.43,44.584,69.445,563.231,24.389,4.962,201.05
2026-01-01 04:48:20,781.788,781.43,56.247,78.813,611.092,24.583,5.107,253.55
2026-01-01 04:48:40,781.838,781.43,52.955,74.037,544.97,24.464,4.873,227.796
2026-01-01 04:49:00,781.616,781.43,52.051,72.218,520.067,24.685,5.026,230.137
2026-01-01 04:49:20,782.587,781.43,54.254,78.172,513.711,24.784,4.908,235.2
2026-01-01 04:49:40,782.859,781.43,52.521,76.55,579.259,25.106,5.106,238.426
2026-01-01 04:50:00,783.161,781.43,51.093,68.607,529.604,23.806,4.892,222.738
2026-01-01 04:50:20,783.17,781.43,58.15,77.347,556.101,24.492,4.894,252.966
2026-01-01 04:50:40,783.151,781.43,50.079,72.66,526.218,23.99,5.028,224.444
2026-01-01 04:51:00,782.053,781.43,49.892,73.55,591.391,23.721,4.967,221.316
2026-01-01 04:51:20,781.967,781.43,50.787,72.021,544.707,23.815,5.032,228.274
2026-01-01 04:51:40,781.445,781.43,52.204,75.759,601.601,24.534,5.065,235.508
2026-01-01 04:52:00,781.11,781.43,52.758,72.366,599.342,24.497,4.983,234.232
2026-01-01 04:52:20,781.249,781.44,48.916,69.607,532.147,24.494,5.05,220.598
2026-01-01 04:52:40,781.07,781.44,50.467,70.227,595.506,24.127,4.814,216.751
2026-01-01 04:53:00,780.974,781.44,54.194,75.679,519.701,24.273,4.999,240.211
2026-01-01 04:53:20,780.865,781.44,49.049,71.949,546.275,24.77,4.955,215.186
2026-01-01 04:53:40,780.951,781.44,47.829,71.473,498.611,23.394,5.092,215.679
2026-01-01 04:54:00,781.079,781.44,51.952,75.126,559.809,24.311,4.798,224.695
2026-01-01 04:54:20,781.32,781.44,54.002,75.476,546.062,24.358,4.914,234.373
2026-01-01 04:54:40,781.901,781.44,51.378,73.182,555.048,24.765,4.868,222.719
2026-01-01 04:55:00,782.151,781.44,46.129,72.156,470.112,23.511,4.991,205.926
2026-01-01 04:55:20,782.332,781.44,54.636,74.503,441.207,25.226,4.994,240.349
2026-01-01 04:55:40,782.068,781.44,52.194,69.547,479.173,24.466,4.978,229.278
2026-01-01 04:56:00,782.487,781.44,53.786,71.052,552.017,24.506,5.04,240.033
2026-01-01 04:56:20,782.57,781.44,54.194,77.842,559.279,24.114,5.064,244.452
2026-01-01 04:56:40,782.785,781.44,56.101,80.763,579.214,24.686,5.006,247.696
2026-01-01 04:57:00,783.152,781.44,46.081,69.23,509.613,24.4,4.871,200.305
2026-01-01 04:57:20,782.383,781.44,50.766,75.193,536.629,25.105,4.933,221.437
2026-01-01 04:57:40,781.789,781.44,49.023,71.833,495.121,23.523,5.033,221.181
2026-01-01 04:58:00,781.249,781.45,52.057,74.15,587.629,24.502,4.999,230.243
2026-01-01 04:58:20,781.362,781.45,48.885,76.348,493.607,24.65,4.928,213.226
2026-01-01 04:58:40,781.356,781.45,48.125,73.348,577.995,24.302,5.064,216.062
2026-01-01 04:59:00,781.404,781.45,51.642,77.718,513.089,24.179,5.029,230.921
2026-01-01 04:59:20,781.47,781.45,55.535,73.49,594.722,24.212,5.064,250.676
2026-01-01 04:59:40,782.167,781.45,47.88,69.786,531.51,24.543,5.013,212.743
2026-01-01 05:00:00,782.601,781.45,54.16,71.817,529.97,23.361,4.926,235.278
2026-01-01 05:00:20,782.343,781.45,47.979,71.792,488.233,25.035,5.101,215.802
2026-01-01 05:00:40,782.165,781.45,54.225,77.056,619.131,24.176,5.04,242.665
2026-01-01 05:01:00,782.659,781.45,54.063,71.739,565.652,24.549,5.028,242.481
2026-01-01 05:01:20,783.082,781.45,54.134,73.214,543.557,24.701,5.059,243.448
2026-01-01 05:01:40,783.391,781.45,49.751,72.23,530.754,24.174,4.966,218.79
2026-01-01 05:02:00,783.57,781.45,47.143,69.627,489.7,24.419,5.034,210.788
2026-01-01 05:02:20,783.52,781.45,53.856,70.557,549.19,23.285,4.98,237.217
2026-01-01 05:02:40,783.35,781.45,51.287,69.89,515.355,24.954,4.931,222.39
2026-01-01 05:03:00,782.915,781.45,48.028,70.844,520.41,25.171,4.883,206.761
2026-01-01 05:03:20,782.328,781.45,49.184,70.719,557.384,23.511,4.83,211.606
2026-01-01 05:03:40,782.044,781.45,57.198,78.939,529.561,24.296,5.023,254.679
2026-01-01 05:04:00,782.57,781.46,50.419,72.789,517.051,23.811,4.934,220.256
2026-01-01 05:04:20,782.08,781.46,49.256,75.995,580.314,24.45,4.953,219.025
2026-01-01 05:04:40,782.55,781.46,52.871,73.042,478.339,24.955,4.933,229.868
2026-01-01 05:05:00,782.443,781.46,48.023,70.967,440.199,25.166,4.873,205.799
2026-01-01 05:05:20,782.025,781.46,53.073,74.6,478.332,25.255,5.081,236.096
2026-01-01 05:05:40,781.789,781.46,46.912,71.141,520.48,25.377,5.159,218.118
2026-01-01 05:06:00,781.714,781.46,48.939,71.906,544.382,24.466,4.854,213.127
2026-01-01 05:06:20,781.857,781.46,50.033,70.544,479.133,23.92,5.03,222.778
2026-01-01 05:06:40,781.75,781.46,55.507,77.156,678.048,24.548,4.905,243.351
2026-01-01 05:07:00,782.357,781.46,51.705,74.231,519.806,25.005,5.065,231.734
2026-01-01 05:07:20,782.779,781.46,54.23,71.566,517.938,23.897,5.114,245.704
2026-01-01 05:07:40,783.149,781.46,47.872,70.351,452.576,25.638,5.064,215.339
2026-01-01 05:08:00,782.941,781.46,47.519,74.019,445.188,25.189,4.929,208.161
2026-01-01 05:08:20,783.407,781.46,47.804,71.007,429.381,24.535,4.948,210.973
2026-01-01 05:08:40,782.956,781.46,48.282,71.013,570.844,24.241,4.97,214.383
2026-01-01 05:09:00,782.547,781.46,50.665,71.635,563.203,24.274,5.061,226.379
2026-01-01 05:09:20,782.199,781.46,54.475,74.28,508.093,24.729,4.989,239.21
2026-01-01 05:09:40,781.947,781.46,45.373,70.28,453.005,24.555,5.063,202.825
2026-01-01 05:10:00,781.953,781.46,51.422,71.238,494.708,25.272,5.009,225.691
2026-01-01 05:10:20,782.109,781.46,52.333,68.029,570.684,24.504,5.004,233.333
2026-01-01 05:10:40,782.258,781.47,49.683,72.565,483.559,25.022,5.02,219.563
2026-01-01 05:11:00,782.418,781.47,49.082,70.351,465.182,24.71,5.008,218.508
2026-01-01 05:11:20,782.265,781.47,54.274,72.657,488.161,24.897,4.888,234.706
2026-01-01 05:11:40,782.154,781.47,47.307,71.161,491.661,24.606,4.937,206.182
2026-01-01 05:12:00,781.838,781.47,50.193,72.374,537.591,25.177,5.146,227.952
2026-01-01 05:12:20,782.211,781.47,45.147,67.114,404.591,25.195,5.053,199.622
2026-01-01 05:12:40,782.114,781.47,46.717,70.62,511.079,25.046,5.16,214.277
2026-01-01 05:13:00,782.111,781.47,48.365,70.94,471.648,25.143,4.946,211.565
2026-01-01 05:13:20,782.332,781.47,51.666,70.417,478.453,24.22,5.018,229.636
2026-01-01 05:13:40,782.311,781.47,49.757,70.207,536.054,24.989,5.003,223.196
2026-01-01 05:14:00,782.485,781.47,52.016,73.16,443.076,25.553,4.937,226.541
2026-01-01 05:14:20,782.436,781.47,53.028,76.622,509.311,25.107,4.887,230.564
2026-01-01 05:14:40,782.328,781.47,47.313,77.472,522.431,24.202,4.943,207.509
2026-01-01 05:15:00,782.409,781.47,51.296,67.587,526.418,24.8,5.107,233.656
2026-01-01 05:15:20,782.102,781.47,53.231,73.36,531.71,25.063,4.986,234.747
2026-01-01 05:15:40,781.849,781.47,53.384,76.628,525.204,24.392,5.0,235.773
2026-01-01 05:16:00,782.017,781.47,51.665,71.874,531.406,24.04,5.026,230.611
2026-01-01 05:16:20,782.109,781.47,47.316,72.945,458.977,24.674,5.04,208.265
2026-01-01 05:16:40,782.096,781.47,57.583,74.509,559.645,24.428,5.004,256.038
2026-01-01 05:17:00,781.846,781.47,53.909,77.044,444.464,24.872,4.998,235.547
2026-01-01 05:17:20,782.464,781.47,49.928,69.612,514.017,23.935,5.062,223.471
2026-01-01 05:17:40,783.054,781.47,49.343,75.767,466.296,25.237,5.162,225.138
2026-01-01 05:18:00,783.039,781.47,46.769,73.586,419.223,24.526,4.983,205.032
2026-01-01 05:18:20,782.987,781.48,47.516,72.303,470.461,25.513,4.911,207.401
2026-01-01 05:18:40,782.916,781.48,47.916,70.902,490.38,24.758,4.985,213.133
2026-01-01 05:19:00,782.574,781.48,50.198,73.71,557.718,24.917,5.028,222.766
2026-01-01 05:19:20,782.529,781.48,51.701,73.735,576.792,24.837,4.89,225.811
2026-01-01 05:19:40,782.661,781.48,49.636,72.77,488.676,24.537,5.046,220.859
2026-01-01 05:20:00,782.931,781.48,50.914,72.379,431.609,26.441,5.085,226.131
2026-01-01 05:20:20,782.996,781.48,45.418,69.081,434.949,24.669,4.958,197.917
2026-01-01 05:20:40,782.844,781.48,47.962,72.249,528.07,25.589,5.018,214.353
2026-01-01 05:21:00,782.747,781.48,49.245,73.021,524.818,24.328,5.097,221.911
2026-01-01 05:21:20,782.371,781.48,49.399,72.561,465.237,25.216,5.041,220.22
2026-01-01 05:21:40,782.24,781.48,50.412,73.318,439.349,25.288,5.057,224.502
2026-01-01 05:22:00,782.124,781.48,49.622,76.6,536.465,24.995,5.038,222.851
2026-01-01 05:22:20,782.168,781.48,46.703,68.438,436.18,24.676,5.054,207.399
2026-01-01 05:22:40,782.136,781.48,48.693,72.112,471.075,24.869,5.175,221.844
2026-01-01 05:23:00,782.07,781.48,50.984,73.133,512.009,24.794,5.096,229.078
2026-01-01 05:23:20,782.287,781.48,43.988,65.79,400.297,26.485,4.888,190.337
2026-01-01 05:23:40,782.275,781.48,49.007,74.797,532.878,25.039,5.065,220.044
2026-01-01 05:24:00,782.279,781.48,54.972,74.092,596.731,25.376,5.194,252.98
2026-01-01 05:24:20,782.901,781.48,49.961,71.002,494.389,26.139,5.058,224.167
2026-01-01 05:24:40,783.391,781.48,49.651,69.033,487.352,24.553,4.911,216.223
2026-01-01 05:25:00,783.852,781.48,48.374,72.451,490.558,25.11,4.975,213.431
2026-01-01 05:25:20,783.445,781.48,47.739,73.59,498.335,24.934,5.05,214.565
2026-01-01 05:25:40,783.103,781.48,46.945,71.706,455.026,25.053,4.996,207.046
2026-01-01 05:26:00,782.757,781.48,46.146,70.212,436.94,25.006,5.19,211.637
2026-01-01 05:26:20,782.524,781.48,46.58,69.699,471.308,24.683,4.976,204.824
2026-01-01 05:26:40,782.244,781.48,54.502,75.223,493.777,25.248,5.059,242.857
2026-01-01 05:27:00,782.239,781.48,48.245,73.732,441.606,24.501,5.063,214.127
2026-01-01 05:27:20,782.264,781.48,48.548,73.058,425.61,25.741,5.189,221.569
2026-01-01 05:27:40,782.141,781.49,43.313,70.002,466.064,25.53,5.059,194.842
2026-01-01 05:28:00,782.054,781.49,48.54,71.568,425.558,24.869,5.159,220.56
2026-01-01 05:28:20,781.369,781.49,51.735,75.837,515.475,24.907,5.048,231.306
2026-01-01 05:28:40,781.65,781.49,42.833,66.478,330.058,25.348,5.06,186.357
2026-01-01 05:29:00,781.815,781.49,46.527,72.838,432.052,24.712,5.041,207.015
2026-01-01 05:29:20,781.377,781.49,52.952,74.4,547.918,26.287,4.933,230.92
2026-01-01 05:29:40,781.501,781.49,53.019,73.994,474.026,25.423,5.154,242.633
2026-01-01 05:30:00,781.963,781.49,50.164,73.198,491.979,25.453,5.133,227.029
2026-01-01 05:30:20,782.28,781.49,50.527,70.88,477.601,25.634,5.075,227.935
2026-01-01 05:30:40,782.72,781.49,48.188,71.916,454.878,24.886,5.04,212.743
2026-01-01 05:31:00,782.742,781.49,53.663,74.122,532.098,25.896,4.98,234.3
2026-01-01 05:31:20,782.915,781.49,44.494,69.679,456.791,25.32,5.037,198.497
2026-01-01 05:31:40,782.61,781.49,45.8,68.202,444.957,25.83,5.079,205.613
2026-01-01 05:32:00,783.029,781.49,48.953,67.197,511.51,25.15,5.108,223.395
2026-01-01 05:32:20,783.042,781.49,43.033,73.027,394.796,26.068,5.121,192.595
2026-01-01 05:32:40,782.884,781.49,41.485,67.408,468.555,25.527,5.012,184.244
2026-01-01 05:33:00,694.073,781.49,51.101,72.124,457.772,26.604,5.017,225.085
2026-01-01 05:33:20,781.672,781.49,48.986,69.983,467.168,25.082,5.082,219.163
2026-01-01 05:33:40,781.16,781.49,46.294,70.828,458.611,25.435,5.062,206.938
2026-01-01 05:34:00,781.434,781.49,52.228,70.737,497.203,24.702,5.145,237.117
2026-01-01 05:34:20,781.912,781.49,49.866,74.364,529.55,25.012,4.979,221.543
2026-01-01 05:34:40,782.183,781.49,48.744,69.264,500.477,25.709,5.139,222.756
2026-01-01 05:35:00,782.11,781.49,47.266,72.251,464.391,26.024,5.099,213.363
2026-01-01 05:35:20,781.975,781.49,53.202,72.151,507.716,27.134,5.046,236.687
2026-01-01 05:35:40,782.206,781.49,52.692,73.755,512.741,25.306,5.123,239.713
2026-01-01 05:36:00,782.55,781.49,47.565,69.88,495.052,24.813,5.146,215.29
2026-01-01 05:36:20,782.865,781.49,51.892,69.821,525.758,25.834,4.947,226.962
2026-01-01 05:36:40,782.952,781.49,45.775,71.577,372.698,24.713,5.257,211.999
2026-01-01 05:37:00,782.817,781.49,50.124,74.497,479.301,25.737,5.099,225.113
2026-01-01 05:37:20,782.93,781.49,47.617,71.064,491.719,25.106,5.141,217.498
2026-01-01 05:37:40,783.035,781.49,47.389,71.235,410.982,25.543,5.14,215.875
2026-01-01 05:38:00,782.97,781.49,44.342,71.394,487.347,26.08,5.12,200.956
2026-01-01 05:38:20,782.748,781.49,52.509,76.013,518.364,25.367,5.066,236.586
2026-01-01 05:38:40,782.674,781.49,51.61,75.136,466.899,26.002,5.116,231.627
2026-01-01 05:39:00,782.878,781.49,48.855,70.461,506.302,25.975,5.111,223.992
2026-01-01 05:39:20,782.865,781.49,48.506,71.551,522.57,24.341,5.134,221.864
2026-01-01 05:39:40,782.465,781.49,47.904,72.623,536.749,24.927,5.236,222.212
2026-01-01 05:40:00,782.171,781.49,50.713,77.282,528.43,24.54,5.09,228.743
2026-01-01 05:40:20,782.055,781.49,53.754,74.903,537.384,26.687,5.042,239.331
2026-01-01 05:40:40,782.15,781.49,45.754,67.866,453.254,25.431,5.121,209.509
2026-01-01 05:41:00,781.93,781.49,50.14,75.17,457.982,26.572,5.06,222.776
2026-01-01 05:41:20,781.93,781.5,46.572,68.383,364.042,24.532,5.031,207.65
2026-01-01 05:41:40,781.875,781.5,48.963,73.814,427.226,25.177,5.062,218.826
2026-01-01 05:42:00,781.715,781.5,52.33,73.958,529.804,26.01,5.011,233.053
2026-01-01 05:42:20,782.155,781.5,51.695,74.39,447.573,25.646,5.021,230.07
2026-01-01 05:42:40,782.43,781.5,51.48,74.909,492.505,25.866,5.242,239.114
2026-01-01 05:43:00,782.868,781.5,49.11,72.751,485.271,24.803,5.211,225.375
2026-01-01 05:43:20,783.048,781.5,53.859,76.085,530.098,26.39,5.126,245.687
2026-01-01 05:43:40,783.497,781.5,47.526,70.256,383.181,26.039,5.043,209.397
2026-01-01 05:44:00,783.411,781.5,52.129,72.895,489.802,25.822,4.981,230.44
2026-01-01 05:44:20,783.264,781.5,52.928,73.228,488.908,25.179,5.11,236.513
2026-01-01 05:44:40,783.312,781.5,51.27,72.08,435.013,25.793,5.186,233.33
2026-01-01 05:45:00,783.217,781.5,52.281,75.857,516.67,25.433,5.126,237.718
2026-01-01 05:45:20,783.243,781.5,42.515,67.017,410.351,24.626,5.212,196.27
2026-01-01 05:45:40,783.074,781.5,49.838,68.984,521.063,25.595,5.104,224.022
2026-01-01 05:46:00,782.967,781.5,44.476,71.148,376.008,25.54,5.116,200.471
2026-01-01 05:46:20,782.273,781.5,47.7,72.264,432.151,26.28,5.184,219.554
2026-01-01 05:46:40,781.748,781.5,47.164,73.313,466.44,24.31,5.035,211.226
2026-01-01 05:47:00,781.535,781.5,52.73,77.067,482.395,25.801,5.16,240.145
2026-01-01 05:47:20,781.554,781.5,45.598,67.454,388.405,24.975,5.157,207.339
2026-01-01 05:47:40,782.091,781.5,50.461,71.936,519.272,25.869,5.128,228.555
2026-01-01 05:48:00,782.577,781.5,54.022,72.247,506.126,25.911,5.255,250.81
2026-01-01 05:48:20,783.075,781.5,48.482,72.86,557.744,25.643,5.205,223.759
2026-01-01 05:48:40,783.031,781.5,48.223,74.013,503.572,26.188,5.024,215.755
2026-01-01 05:49:00,782.883,781.5,47.17,68.546,438.724,24.965,5.122,209.762
2026-01-01 05:49:20,782.964,781.5,47.879,72.297,423.543,26.385,5.098,213.799
2026-01-01 05:49:40,782.821,781.5,49.761,71.851,452.718,25.305,5.146,225.116
2026-01-01 05:50:00,782.626,781.5,48.144,74.836,569.677,24.805,5.078,217.821
2026-01-01 05:50:20,782.632,781.5,45.898,72.914,473.581,25.584,5.074,207.931
2026-01-01 05:50:40,782.416,781.5,50.898,72.481,475.403,24.499,5.146,230.857
2026-01-01 05:51:00,782.311,781.5,54.758,74.907,533.323,25.917,5.167,249.679
2026-01-01 05:51:20,782.529,781.5,46.52,67.411,418.753,25.618,5.097,206.561
2026-01-01 05:51:40,782.048,781.5,48.314,70.124,495.323,26.522,5.089,218.24
2026-01-01 05:52:00,781.877,781.5,52.792,69.492,494.221,26.18,5.039,235.131
2026-01-01 05:52:20,782.056,781.5,54.251,74.602,513.987,24.964,5.192,248.923
2026-01-01 05:52:40,782.266,781.5,48.341,71.593,509.182,25.305,5.137,218.352
2026-01-01 05:53:00,782.768,781.5,49.176,68.608,468.114,26.129,5.122,221.492
2026-01-01 05:53:20,783.165,781.5,49.623,71.214,408.445,26.334,5.238,229.278
2026-01-01 05:53:40,782.895,781.5,45.143,71.597,445.199,26.568,4.968,200.539
2026-01-01 05:54:00,782.665,781.5,48.911,74.038,508.449,26.572,5.216,226.699
2026-01-01 05:54:20,782.087,781.5,51.964,74.805,553.942,25.798,5.289,243.867
2026-01-01 05:54:40,782.479,781.5,49.768,73.222,415.406,26.078,5.009,218.807
2026-01-01 05:55:00,782.76,781.5,45.001,67.829,412.391,26.648,5.022,199.993
2026-01-01 05:55:20,782.618,781.5,50.287,68.996,399.51,25.696,5.063,223.256
2026-01-01 05:55:40,782.901,781.5,47.595,67.647,435.772,26.114,5.085,212.658
2026-01-01 05:56:00,782.45,781.5,48.083,69.884,512.887,25.699,5.263,223.807
2026-01-01 05:56:20,782.484,781.5,51.329,72.574,529.436,25.573,5.162,234.949
2026-01-01 05:56:40,782.631,781.5,47.364,71.045,376.632,25.942,5.348,221.573
2026-01-01 05:57:00,782.673,781.5,46.543,71.682,415.906,25.509,5.157,211.112
2026-01-01 05:57:20,782.93,781.5,48.6,66.873,407.459,25.852,5.165,222.846
2026-01-01 05:57:40,782.591,781.5,48.149,67.991,431.039,25.318,5.296,223.616
2026-01-01 05:58:00,782.252,781.5,45.402,68.711,460.056,25.834,4.987,200.187
2026-01-01 05:58:20,781.763,781.5,43.476,68.316,452.159,26.225,5.201,200.516
2026-01-01 05:58:40,781.335,781.5,50.234,73.344,493.149,25.612,5.238,231.216
2026-01-01 05:59:00,781.215,781.5,44.416,67.453,383.316,25.979,5.285,207.412
2026-01-01 05:59:20,781.317,781.5,50.335,73.513,446.583,26.066,5.269,233.265
2026-01-01 05:59:40,781.383,781.5,50.293,68.972,531.49,26.263,5.22,233.085
2026-01-01 06:00:00,781.95,781.5,50.179,72.115,533.203,25.92,5.304,234.713
2026-01-01 06:00:20,782.355,781.5,48.065,70.964,544.915,26.66,5.311,226.931
2026-01-01 06:00:40,782.621,781.5,48.751,68.445,487.703,24.757,5.255,228.265
2026-01-01 06:01:00,782.789,781.5,46.87,71.372,440.537,27.789,5.123,212.712
2026-01-01 06:01:20,782.881,781.5,44.386,69.621,477.896,25.512,5.218,203.211
2026-01-01 06:01:40,782.499,781.5,49.813,75.567,583.79,26.286,5.273,234.741
2026-01-01 06:02:00,782.551,781.5,48.962,69.19,446.186,25.489,5.186,223.674
2026-01-01 06:02:20,782.794,781.5,52.156,75.511,552.562,26.448,5.266,242.564
2026-01-01 06:02:40,783.262,781.5,43.558,69.471,360.454,26.236,5.206,196.866
2026-01-01 06:03:00,782.527,781.5,47.754,70.199,495.878,25.688,5.168,219.372
2026-01-01 06:03:20,782.726,781.5,44.323,70.687,499.298,26.731,5.227,205.47
2026-01-01 06:03:40,782.151,781.5,48.177,74.254,487.019,25.998,5.106,215.973
2026-01-01 06:04:00,782.01,781.5,46.932,70.938,490.005,26.433,5.238,216.6
2026-01-01 06:04:20,781.912,781.5,49.522,71.357,493.834,25.563,5.162,226.394
2026-01-01 06:04:40,781.954,781.5,51.845,73.157,495.985,26.104,5.267,241.582
2026-01-01 06:05:00,782.102,781.5,50.848,74.66,455.502,27.333,5.131,230.787
2026-01-01 06:05:20,782.254,781.5,49.047,70.83,458.242,26.717,5.376,232.38
2026-01-01 06:05:40,782.444,781.5,52.213,73.606,409.258,26.333,5.143,236.316
2026-01-01 06:06:00,782.527,781.5,52.521,76.155,503.517,25.888,5.295,245.371
2026-01-01 06:06:20,782.716,781.5,51.239,73.633,529.221,26.206,5.216,238.649
2026-01-01 06:06:40,783.0,781.5,49.691,70.143,549.182,26.293,5.271,232.728
2026-01-01 06:07:00,783.351,781.5,47.017,68.979,433.807,26.453,5.289,218.772
2026-01-01 06:07:20,783.342,781.5,43.806,69.854,393.245,25.546,5.216,201.399
2026-01-01 06:07:40,782.835,781.5,45.704,71.346,487.84,26.602,5.22,212.957
2026-01-01 06:08:00,782.806,781.5,46.847,69.858,418.983,25.556,5.22,214.321
